,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
324,BUENOS AIRES,La Plata,Lomas de Copello,0,0,0,0,0,0,0,0,0
325,MENDOZA,San Rafael,El Tropezón,0,0,0,0,0,0,0,0,0
326,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,0,1,0,1,1,1,0,0,0
327,BUENOS AIRES,General San Martín,Villa Libertad,0,1,0,1,1,1,0,0,0
328,BUENOS AIRES,General San Martín,Villa Lynch,1,1,0,1,1,1,1,0,0
329,BUENOS AIRES,General San Martín,Villa Maipu,1,1,0,1,1,1,1,1,0
330,BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,0,1,0,1,1,1,0,0,0
331,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,0,1,0,1,1,1,0,0,0
332,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,0,1,0,1,1,1,0,0,0
333,BUENOS AIRES,General San Martín,Villa San Andrés,1,1,0,1,1,1,1,1,0
334,BUENOS AIRES,General San Martín,Villa Yapeyú,0,1,0,1,1,1,0,0,0
335,BUENOS AIRES,General Viamonte,Baigorrita,1,0,0,0,1,0,1,1,0
336,BUENOS AIRES,General Viamonte,La Delfina,0,0,0,0,0,0,0,0,0
337,BUENOS AIRES,General Villegas,Villa Saboya,0,0,0,0,1,0,1,0,0
338,BUENOS AIRES,General Villegas,Villa Sauze,0,0,0,0,0,0,1,0,0
339,BUENOS AIRES,Guaminí,Arroyo Venado,0,0,0,0,0,0,0,1,0
340,BUENOS AIRES,Guaminí,Casbas,0,0,1,0,1,1,1,1,0
341,BUENOS AIRES,Guaminí,Garré,0,0,0,1,1,0,1,0,0
342,BUENOS AIRES,Guaminí,Guaminí,0,0,0,1,1,1,1,1,0
343,BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),1,0,0,1,0,0,1,1,0
344,BUENOS AIRES,Hipólito Yrigoyen,Henderson,1,0,1,0,1,1,1,1,0
345,BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,0,0,0,0,0,0,0,0,0
346,BUENOS AIRES,Hurlingham,Hurlingham,1,1,1,1,1,1,1,1,0
347,BUENOS AIRES,La Plata,Los Hornos,0,1,0,1,1,1,0,1,0
348,BUENOS AIRES,La Plata,Manuel B Gonnet,0,1,0,1,1,1,1,0,0
349,BUENOS AIRES,La Plata,Poblet,0,0,0,0,0,0,0,0,0
350,BUENOS AIRES,La Plata,Ringuelet,0,1,0,1,1,1,1,0,0
351,BUENOS AIRES,La Plata,Rufino De Elizalde,0,0,0,0,1,1,0,0,0
352,BUENOS AIRES,La Plata,ruta del sol,1,0,0,1,1,1,1,0,0
353,BUENOS AIRES,La Plata,ruta del sol,1,0,0,1,1,1,1,0,0
354,BUENOS AIRES,La Plata,Tolosa,0,1,0,1,1,1,1,0,0
355,BUENOS AIRES,La Plata,Transradio,0,0,0,0,1,1,0,0,1
356,BUENOS AIRES,La Plata,Villa Elisa,0,1,0,1,1,1,1,1,0
357,BUENOS AIRES,La Plata,Villa Elvira,0,1,0,1,1,1,0,1,0
358,BUENOS AIRES,La Plata,Villa Garibaldi,0,0,0,0,0,0,0,1,0
359,BUENOS AIRES,Pilar,Villa Astolfi,0,1,0,1,1,1,0,1,0
360,BUENOS AIRES,Pilar,Villa Rosa,1,1,1,1,1,1,1,1,0
361,BUENOS AIRES,Pilar,Zelaya,1,1,0,0,1,1,1,1,0
362,BUENOS AIRES,Pinamar,Carilo,0,1,0,0,1,1,0,0,0
363,BUENOS AIRES,Pinamar,Ostende,0,0,0,0,1,1,0,0,0
364,BUENOS AIRES,Pinamar,Pinamar,1,1,0,1,1,1,1,0,1
365,BUENOS AIRES,Pinamar,Valeria Del Mar,0,0,0,0,1,1,0,0,0
366,BUENOS AIRES,Presidente Perón,Barrio America Unida,0,0,0,0,1,1,0,0,0
367,BUENOS AIRES,Presidente Perón,Guernica,1,1,1,1,1,1,1,1,0
368,BUENOS AIRES,Puán,17 de Agosto,0,0,0,0,0,0,1,0,0
369,CABA,COMUNA 13,COLEGIALES,1,1,1,1,1,1,1,1,1
370,CHACO,Almirante Brown,Taco Pozo,0,0,0,1,1,0,1,0,1
371,CHACO,Bermejo,General Vedia,1,0,0,1,1,0,1,1,1
372,CHACO,Bermejo,Isla del Cerrito,0,0,0,0,1,0,1,0,1
373,CHACO,Bermejo,La Leonesa,1,0,0,0,1,1,1,1,0
374,CHACO,Bermejo,Las Palmas,0,0,0,1,1,1,0,1,1
375,CHACO,Bermejo,Puerto Bermejo Nuevo,0,0,0,1,0,0,1,1,0
376,CHACO,Libertad,Colonia Popular,0,0,0,0,1,0,1,1,0
377,CHACO,Libertad,Estación General Obligado,0,0,0,0,0,0,0,0,0
378,CHACO,Libertad,Laguna Blanca,0,0,0,0,0,0,1,1,1
379,CHACO,Libertad,Puerto Tirol,1,1,0,1,1,1,1,1,0
380,CHACO,Libertador General San Martín,Ciervo Petiso,0,0,0,0,1,0,0,0,1
381,CHACO,Libertador General San Martín,General José de San Martín,1,1,0,1,1,1,1,1,0
382,CHACO,Libertador General San Martín,La Eduvigis,0,0,0,0,1,0,0,0,1
383,CHACO,Libertador General San Martín,Laguna Limpia,0,0,0,0,1,0,0,1,0
384,CHACO,Libertador General San Martín,Pampa Almirón,0,0,0,1,1,1,0,1,0
385,CHACO,Libertador General San Martín,Pampa del Indio,0,0,0,1,1,1,1,1,1
386,CHACO,Libertador General San Martín,Presidencia Roca,0,0,0,1,1,1,1,1,1
387,CHACO,Libertador General San Martín,Selvas del Río de Oro,0,0,0,0,1,0,0,0,0
388,CHACO,Maipú,Tres Isletas,1,0,0,0,1,1,1,1,0
389,CHACO,Bermejo,Puerto Bermejo Viejo,0,0,0,0,1,0,0,0,0
390,CHACO,Bermejo,Puerto Eva Perón,0,0,0,1,1,0,0,1,1
391,CHACO,Chacabuco,Charata,1,0,0,1,1,1,1,1,1
392,CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,1,0,0,1,1,1,1,1,1
393,CHACO,Fray Justo Santa María de Oro,Chorotis,0,0,0,0,1,0,0,0,0
394,CHACO,Fray Justo Santa María de Oro,Santa Sylvina,0,1,0,0,1,1,0,0,1
395,CHACO,Fray Justo Santa María de Oro,Venados Grandes,0,0,0,0,0,0,0,0,0
396,CHACO,General Belgrano,Corzuela,1,0,0,1,1,1,1,1,1
397,CHACO,General Donovan,La Escondida,1,1,0,1,1,1,1,0,1
398,CHACO,General Donovan,La Verde,1,0,0,1,1,1,1,0,1
399,CHACO,General Donovan,Lapachito,1,0,0,1,1,1,1,0,0
400,CHACO,General Donovan,Makallé,1,1,0,0,1,1,1,0,1
401,CORDOBA,San Justo,Las Varillas,1,0,0,1,1,1,1,0,1
402,CORDOBA,San Justo,Marull,0,0,0,1,1,1,1,1,1
403,CORDOBA,San Justo,Miramar,0,1,0,0,1,1,1,1,0
404,CORDOBA,San Justo,Morteros,1,0,0,1,1,1,1,0,0
405,CORDOBA,San Justo,Plaza Luxardo,0,0,0,0,0,0,0,1,0
406,CORDOBA,San Justo,Plaza San Francisco,0,0,0,0,1,0,0,1,0
407,CORDOBA,San Justo,Porteña,1,0,0,1,1,1,1,1,0
408,CORDOBA,San Justo,Quebracho Herrado,0,0,0,0,0,0,1,1,0
409,CORDOBA,San Justo,Sacanta,0,1,0,1,1,1,1,1,1
410,CORDOBA,San Justo,San Francisco,1,1,0,1,1,1,1,1,0
411,CORDOBA,Unión,Canals,1,0,0,1,1,1,1,1,0
412,CORDOBA,Unión,Chilibroste,1,0,0,1,0,0,1,1,0
413,CORDOBA,Unión,Cintra,1,0,0,1,0,1,1,1,1
414,CORDOBA,Unión,Colonia Bismarck,0,1,0,0,0,0,1,1,0
415,CORDOBA,Unión,Colonia Bremen,0,0,0,0,0,0,0,0,0
416,CORDOBA,Unión,Idiazabal,0,0,0,1,1,1,1,1,1
417,CORDOBA,Unión,Justiniano Posse,0,0,0,1,1,1,1,1,0
418,CORDOBA,Unión,Laborde,1,0,0,0,1,1,1,0,0
419,CORDOBA,Unión,Monte Leña,0,0,0,0,1,1,1,0,0
420,CORDOBA,Unión,Monte Maíz,1,1,0,1,1,1,1,0,0
421,CORDOBA,Unión,Morrison,1,0,0,1,1,1,1,0,0
422,FORMOSA,Patiño,Posta Cambio Zalazar,0,0,0,0,1,0,0,1,0
423,FORMOSA,Patiño,Pozo del Tigre,1,0,0,1,1,1,1,1,1
424,FORMOSA,Patiño,San Martín I,0,0,0,0,0,0,0,1,0
425,FORMOSA,Patiño,San Martín II,0,0,0,1,1,0,1,1,0
426,FORMOSA,Patiño,Subteniente Perín,0,0,0,0,1,0,0,1,1
427,FORMOSA,Patiño,Villa General Güemes,0,0,0,1,1,0,1,1,0
428,FORMOSA,Patiño,Villa General Manuel Belgrano,0,0,0,1,1,0,1,1,0
429,FORMOSA,Pilagás,Buena Vista,0,0,0,1,1,0,1,1,0
430,FORMOSA,Pilagás,El Espinillo,0,0,0,0,1,1,1,1,0
431,FORMOSA,Pilagás,Laguna Gallo,0,0,0,0,0,0,0,1,1
432,FORMOSA,Pilagás,Misión Tacaagle,0,0,0,0,1,0,1,1,0
433,FORMOSA,Pilagás,Portón Negro,0,0,0,0,0,0,0,0,1
434,FORMOSA,Pilagás,Tres Lagunas,1,0,0,0,1,0,1,1,0
435,FORMOSA,Pilcomayo,Clorinda,1,1,0,1,1,1,1,1,1
436,FORMOSA,Pilcomayo,Laguna Blanca,1,0,0,1,1,1,1,1,0
437,FORMOSA,Pilcomayo,Laguna Naick-Neck,1,0,0,0,1,0,1,1,1
438,FORMOSA,Pilcomayo,Palma Sola,0,0,0,0,1,0,0,1,0
439,FORMOSA,Pilcomayo,Puerto Pilcomayo,0,0,0,0,0,0,0,1,0
440,FORMOSA,Pilcomayo,Riacho He-He,0,0,0,1,1,1,1,1,0
441,FORMOSA,Pilcomayo,Riacho Negro,0,0,0,0,1,0,0,1,0
442,FORMOSA,Pilcomayo,Siete Palmas,1,0,0,1,1,0,1,1,0
443,FORMOSA,Pirané,Colonia Campo Villafañe,0,0,0,1,1,0,1,1,0
444,FORMOSA,Pirané,El Colorado,1,0,0,1,1,0,1,1,1
445,FORMOSA,Pirané,Palo Santo,0,1,0,0,1,1,1,1,1
446,MENDOZA,San Rafael,Goudge,0,1,0,0,1,1,1,1,0
447,MENDOZA,San Rafael,Jaime Prats,0,0,0,0,0,0,1,1,0
448,MENDOZA,San Rafael,La Llave Nueva,0,0,0,0,0,0,1,0,0
449,MENDOZA,San Rafael,Las Malvinas,0,0,0,0,0,0,1,1,0
450,MENDOZA,San Rafael,Los Reyunos,0,0,0,0,1,0,0,0,0
451,MENDOZA,San Rafael,Monte Comán,0,0,0,1,1,1,1,1,0
452,MENDOZA,San Rafael,Pobre Diablo,0,0,0,0,1,1,0,0,0
453,MENDOZA,San Rafael,Punta del Agua,0,0,0,1,0,0,0,0,0
454,MENDOZA,San Rafael,Rama Caída,0,0,0,0,1,1,1,1,0
455,MENDOZA,San Rafael,Real del Padre,0,0,0,0,1,1,1,1,0
456,MENDOZA,San Rafael,Salto de Las Rosas,0,0,1,0,1,1,1,1,0
457,MENDOZA,San Rafael,San Rafael,1,1,1,1,1,1,1,1,0
458,MENDOZA,San Rafael,Villa Atuel,0,0,0,0,1,1,1,1,0
459,MENDOZA,San Rafael,Villa Atuel Norte,0,0,0,0,1,1,1,0,0
460,MENDOZA,Santa Rosa,Barrio 12 de Octubre,0,0,0,1,1,0,0,0,0
461,MENDOZA,Santa Rosa,Barrio María Auxiliadora,0,0,0,0,1,1,0,0,0
462,MENDOZA,Santa Rosa,Barrio Molina Cabrera,0,0,0,0,0,0,0,0,0
463,MENDOZA,Santa Rosa,La Dormida,0,0,0,1,1,1,1,1,0
464,MENDOZA,Santa Rosa,Las Catitas,0,0,0,0,1,1,1,1,0
465,MENDOZA,Santa Rosa,Santa Rosa,0,0,0,1,0,0,1,1,0
466,MENDOZA,Tunuyán,Barrio San Cayetano,0,0,0,0,0,0,0,0,0
467,MENDOZA,Tunuyán,Campo Los Andes,0,1,0,0,0,0,0,0,0
468,MENDOZA,Tunuyán,Colonia Las Rosas,0,0,0,0,1,1,1,1,0
469,MENDOZA,Tunuyán,El Manzano,0,0,0,0,1,1,0,0,0
470,MENDOZA,Tunuyán,Los Sauces,0,1,0,1,1,1,1,0,0
471,MENDOZA,Tunuyán,Tunuyán,1,1,1,1,1,1,1,1,0
472,MENDOZA,Tunuyán,Vista Flores,0,0,0,0,1,1,1,1,0
473,MENDOZA,Tupungato,Barrio Belgrano Norte,0,0,0,0,0,0,0,0,0
474,MENDOZA,Tupungato,Cordón del Plata,0,0,0,0,1,1,1,1,0
475,MENDOZA,Tupungato,El Peral,0,0,0,0,0,0,0,0,0
476,MISIONES,Cainguás,Aristóbulo del Valle,1,1,0,1,1,1,1,0,1
477,MISIONES,Cainguás,Campo Grande,1,0,0,1,1,1,1,1,1
478,MISIONES,Cainguás,Dos de Mayo Núcleo I,0,0,0,1,0,0,1,0,0
479,MISIONES,Cainguás,Dos de Mayo Núcleo II,0,0,0,0,0,0,0,0,0
480,MISIONES,Cainguás,Dos de Mayo Núcleo III,0,0,0,0,0,0,0,1,0
481,MISIONES,Cainguás,Kilómetro 17,0,0,0,0,0,0,0,0,0
482,MISIONES,Cainguás,Nucleo I,0,0,0,0,0,0,0,0,0
483,MISIONES,Cainguás,Nucleo Ii,0,0,0,0,1,0,0,0,0
484,MISIONES,Cainguás,Pueblo Illia,0,0,0,0,0,0,0,1,0
485,MISIONES,Cainguás,Salto Encantado,0,1,0,0,1,0,1,1,1
486,MISIONES,Candelaria,Barrio del Lago,0,0,0,1,0,0,0,0,0
487,MISIONES,Candelaria,Bonpland,1,0,0,0,1,0,1,0,0
488,MISIONES,Candelaria,Candelaria,1,1,0,0,1,1,1,0,1
489,MISIONES,Candelaria,Cerro Corá,0,0,0,0,1,0,0,0,0
490,MISIONES,Candelaria,Loreto,0,0,0,0,0,0,0,0,0
491,MISIONES,Candelaria,Mártires,0,0,0,0,1,1,0,1,0
492,MISIONES,Candelaria,Profundidad,0,0,0,0,0,0,0,1,0
493,MISIONES,Candelaria,Puerto Santa Ana,0,0,0,0,0,0,0,0,0
494,MISIONES,Candelaria,Santa Ana,1,0,0,0,1,1,1,0,0
495,MISIONES,Capital,Barrio Nuevo Garupa,0,0,0,0,0,0,0,0,0
496,MISIONES,Capital,Garupá,1,1,0,1,1,1,1,1,0
497,MISIONES,Capital,Nemesio Parma,0,0,0,0,1,1,0,1,0
498,MISIONES,Capital,Posadas,1,1,0,1,1,1,1,1,1
499,MISIONES,Capital,Posadas (Extensión),0,0,0,0,1,1,0,0,0
500,MISIONES,Concepción,Barra Concepción,0,0,0,0,0,0,0,0,0
501,MISIONES,Concepción,Concepción de la Sierra,0,1,0,1,1,1,1,1,1
502,MISIONES,Concepción,La Corita,0,1,0,0,1,0,0,0,0
503,MISIONES,Concepción,Santa María,0,0,0,0,0,0,0,0,0
504,MISIONES,Eldorado,9 de Julio,0,0,0,0,0,0,1,0,0
505,MISIONES,Eldorado,9 de Julio Kilómetro 20,0,0,0,0,1,0,0,0,0
506,MISIONES,Eldorado,Colonia Victoria,1,0,0,0,0,0,1,0,0
507,MISIONES,Eldorado,Eldorado,1,0,0,0,1,1,1,1,1
508,MISIONES,Eldorado,María Magdalena,0,0,0,0,1,0,1,0,0
509,SALTA,Orán,Hipólito Yrigoyen,1,1,0,1,1,1,1,1,1
510,SALTA,Orán,La Misión,0,0,0,0,0,0,0,0,0
511,SALTA,Orán,Pichanal,1,1,0,1,1,1,1,0,1
512,SALTA,Orán,San Ramón de la Nueva Orán,1,0,0,1,1,1,1,0,1
513,SALTA,Orán,Urundel,0,0,0,1,1,1,1,1,1
514,SALTA,Rivadavia,Alto de la Sierra,0,0,0,1,0,0,0,1,0
515,SALTA,Rivadavia,Capitán Juan Pagé,0,0,0,0,0,0,0,1,0
516,SALTA,Rivadavia,Coronel Juan Solá,1,0,0,1,1,1,1,1,1
517,SALTA,Rivadavia,Hito 1,0,0,0,0,0,0,0,0,0
518,SALTA,Rivadavia,La Unión,0,0,0,0,1,0,0,0,0
519,SALTA,Rivadavia,Los Blancos,0,0,0,0,1,0,0,1,0
520,SALTA,Rivadavia,Pluma de Pato,0,0,0,0,1,0,0,1,0
521,SALTA,Rivadavia,Rivadavia,0,0,0,1,1,0,0,0,1
522,SALTA,Rivadavia,Santa María,0,0,0,0,0,0,0,0,0
523,SALTA,Rivadavia,Santa Rosa,0,0,0,0,0,0,0,0,0
524,SALTA,San Carlos,El Barrial,0,0,0,0,0,0,0,0,0
525,SALTA,Rivadavia,Santa Victoria Este,1,0,0,1,1,0,1,1,1
526,SALTA,Rosario de la Frontera,Antilla,0,0,0,1,1,0,0,0,1
527,SALTA,Rosario de la Frontera,Copo Quile,0,0,0,1,1,0,0,0,0
528,SALTA,Rosario de la Frontera,El Naranjo,0,0,0,1,1,1,0,0,1
529,SALTA,Rosario de la Frontera,El Potrero,0,0,0,1,0,0,0,0,1
530,SALTA,Rosario de la Frontera,Rosario de la Frontera,1,1,0,1,1,1,1,1,1
531,SALTA,Rosario de la Frontera,San Felipe,0,0,0,0,0,0,0,0,0
532,SALTA,Rosario de Lerma,Campo Quijano,1,0,0,1,1,1,1,1,1
533,SALTA,Rosario de Lerma,La Merced del Encón,0,0,0,1,1,1,0,1,0
534,SALTA,Rosario de Lerma,La Silleta,1,0,0,1,0,0,1,1,1
535,SALTA,Rosario de Lerma,Rosario de Lerma,1,1,0,1,1,1,1,1,1
536,SALTA,San Carlos,Angastaco,0,0,0,1,1,0,0,1,0
537,SALTA,San Carlos,Animaná,0,0,0,0,1,0,1,1,1
538,SANTA FE,9 de Julio,Logroño,1,0,0,0,1,1,1,1,0
539,SANTA FE,9 de Julio,Montefiore,0,0,0,0,0,0,1,1,1
540,SANTA FE,9 de Julio,Pozo Borrado,0,0,0,0,1,0,1,1,0
541,SANTA FE,9 de Julio,San Bernardo,0,0,0,0,0,0,1,1,0
542,SANTA FE,9 de Julio,Santa Margarita,0,0,0,0,1,0,1,1,1
543,SANTA FE,9 de Julio,Tostado,1,1,0,0,1,1,1,1,1
544,SANTA FE,9 de Julio,Villa Minetti,0,0,0,0,1,1,1,1,1
545,SANTA FE,Belgrano,Armstrong,1,0,0,1,1,1,1,1,0
546,SANTA FE,Belgrano,Bouquet,1,0,0,0,1,0,1,1,0
547,SANTA FE,Belgrano,Las Parejas,1,0,0,1,1,1,1,1,0
548,SANTA FE,Belgrano,Las Rosas,1,1,0,1,1,1,1,1,0
549,SANTA FE,Belgrano,Montes de Oca,1,0,0,1,1,0,1,1,1
550,SANTA FE,Belgrano,Tortugas,1,1,0,0,1,1,1,0,1
551,SANTA FE,Caseros,Arequito,1,1,0,0,1,1,1,0,0
552,SANTA FE,Caseros,Arteaga,1,1,0,0,1,1,1,1,0
553,SANTA FE,Caseros,Beravebú,0,0,0,0,1,1,1,1,0
554,SANTA FE,Caseros,Bigand,1,1,0,0,1,1,1,0,0
555,SANTA FE,Caseros,Casilda,1,1,0,1,1,1,1,1,0
556,SANTA FE,Caseros,Chabás,1,0,0,1,1,1,1,1,0
557,SANTA FE,Caseros,Chañar Ladeado,1,1,0,1,1,1,1,0,0
558,SALTA,San Carlos,San Carlos,0,0,0,1,1,0,1,1,1
559,SALTA,Santa Victoria,Acoyte,0,0,0,0,0,0,0,1,0
560,SALTA,Santa Victoria,Campo La Cruz,0,0,0,0,0,0,0,0,0
561,SALTA,Santa Victoria,Los Toldos,0,0,0,1,0,0,1,1,0
562,SALTA,Santa Victoria,Nazareno,0,0,0,1,0,0,1,0,0
563,SALTA,Santa Victoria,Poscaya,0,0,0,0,0,0,0,0,0
564,SALTA,Santa Victoria,San Marcos,0,0,0,0,0,0,0,0,0
565,SALTA,Santa Victoria,Santa Victoria,0,0,0,1,0,0,0,1,1
566,SAN JUAN,25 de Mayo,Campo Afuera,0,0,0,0,0,0,0,0,0
567,SAN JUAN,25 de Mayo,El Encón,0,0,0,0,1,0,0,0,0
568,SAN JUAN,25 de Mayo,La Chimbera,0,0,0,0,0,0,0,0,0
569,SAN JUAN,25 de Mayo,Tupelí,0,0,0,0,0,0,0,1,0
570,SAN JUAN,25 de Mayo,Villa Borjas,0,0,0,0,0,0,0,1,0
571,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,0,0,0,0,0,0,1,1,0
572,SAN JUAN,25 de Mayo,Villa El Tango,0,0,0,0,0,0,0,0,0
573,SAN JUAN,25 de Mayo,Villa Santa Rosa,0,0,0,0,1,1,1,1,0
574,SAN JUAN,9 de Julio,9 de Julio,0,0,0,1,1,1,1,1,1
575,SAN JUAN,9 de Julio,Alto de Sierra,0,0,0,0,1,1,0,1,0
576,SAN JUAN,9 de Julio,Colonia Fiorito,0,0,0,0,0,0,0,1,0
577,SAN JUAN,9 de Julio,Las Chacritas,0,0,0,0,1,0,0,1,0
578,MISIONES,Oberá,Barrio Escuela 633,0,0,0,0,1,1,0,0,0
579,MISIONES,Oberá,Campo Ramón,0,1,0,1,1,0,1,0,1
580,MISIONES,Oberá,Campo Viera,0,0,0,1,1,0,1,1,0
581,MISIONES,Oberá,El Salto,0,0,0,0,1,0,0,0,0
582,MISIONES,Oberá,General Alvear,0,0,0,1,1,0,0,0,0
583,MISIONES,Oberá,Guaraní,1,0,0,1,1,1,1,0,0
584,MISIONES,Oberá,Los Helechos,0,0,0,1,1,0,0,0,0
585,MISIONES,Oberá,Oberá,1,1,0,1,1,1,1,0,0
586,MISIONES,Oberá,Panambí,0,0,0,1,0,0,1,0,0
587,MISIONES,Oberá,Panambi Kilómetro 15,0,0,0,0,1,0,0,0,0
588,MISIONES,Oberá,Panambí Kilómetro 8,0,0,0,1,1,0,0,0,0
589,MISIONES,Oberá,San Martín,0,0,0,1,1,0,1,0,0
590,MISIONES,Oberá,Villa Bonita,0,1,0,1,1,0,1,0,0
591,MISIONES,San Ignacio,Barrio Tungoil,0,0,0,0,0,0,0,0,0
592,MISIONES,San Ignacio,Colonia Polana,0,0,0,0,1,0,0,1,0
593,MISIONES,San Ignacio,Corpus,0,0,0,0,1,0,1,1,0
594,MISIONES,San Ignacio,Domingo Savio,0,0,0,0,0,0,0,0,0
595,SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,0,1,0,0,1,1,1,0,0
596,SANTA FE,Rosario,Cuatro Esquinas,0,0,0,1,0,0,0,0,0
597,SANTA FE,Rosario,El Caramelo,1,0,0,1,0,0,1,0,0
598,SANTA FE,Rosario,Fighiera,1,0,0,0,1,1,1,1,0
599,SANTA FE,Rosario,Funes,1,1,0,1,1,1,1,1,1
600,SANTA FE,Rosario,General Lagos,1,0,0,1,1,1,1,1,1
601,SANTA FE,Rosario,Granadero Baigorria,0,1,0,1,1,1,1,1,0
602,SANTA FE,Rosario,Ibarlucea,0,1,0,1,1,1,1,1,0
603,SANTA FE,Rosario,Kilómetro 101,0,0,0,0,1,1,0,1,1
604,SANTA FE,Rosario,Los Muchachos - La Alborada,0,0,0,0,0,0,0,0,0
605,SANTA FE,Rosario,Monte Flores,1,0,0,1,1,1,0,0,0
606,SANTA FE,San Cristóbal,Santurce,0,0,0,0,0,0,0,1,0
607,BUENOS AIRES,Arrecifes,Arrecifes,1,1,1,1,1,1,1,1,1
608,BUENOS AIRES,Arrecifes,Todd,0,0,0,1,1,1,1,0,0
609,BUENOS AIRES,Arrecifes,Viña,1,1,0,0,1,1,0,0,0
610,BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,0,0,0,0,1,1,0,0,0
611,BUENOS AIRES,Avellaneda,Avellaneda,1,1,1,1,1,1,1,1,1
612,BUENOS AIRES,Avellaneda,Crucesita,0,1,0,1,1,1,1,0,0
613,BUENOS AIRES,Avellaneda,Dock Sud,1,1,0,1,1,1,1,1,0
614,BUENOS AIRES,Avellaneda,Gerli,0,1,0,1,1,1,1,0,0
615,BUENOS AIRES,General Viamonte,Los Toldos,1,0,1,1,1,1,1,1,0
616,BUENOS AIRES,General Viamonte,San Emilio,0,0,0,0,0,0,0,0,0
617,BUENOS AIRES,General Viamonte,Zavalía,0,0,0,0,0,0,1,1,0
618,BUENOS AIRES,General Villegas,Banderaló,0,0,0,0,1,1,0,0,1
619,BUENOS AIRES,General Villegas,Cañada Seca,0,0,0,0,1,0,0,0,0
620,BUENOS AIRES,General Villegas,Coronel Charlone,1,0,0,1,1,1,1,0,1
621,BUENOS AIRES,General Villegas,Emilio V. Bunge,0,0,0,0,1,1,1,0,1
622,BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),1,0,0,1,1,1,1,1,1
623,BUENOS AIRES,General Villegas,Massey (Est. Elordi),0,0,0,0,0,0,0,0,0
624,BUENOS AIRES,General Villegas,Pichincha,0,0,0,0,0,0,0,0,1
625,BUENOS AIRES,General Villegas,Piedritas,1,0,0,1,1,1,1,1,1
626,BUENOS AIRES,General Villegas,Santa Eleodora,0,0,0,0,1,0,1,0,0
627,BUENOS AIRES,General Villegas,Santa Regina,0,1,0,0,1,0,1,0,0
628,BUENOS AIRES,Puán,Azopardo,0,0,0,0,0,0,0,0,0
629,BUENOS AIRES,Puán,Bordenave,0,0,0,1,0,0,1,1,1
630,BUENOS AIRES,Puán,Darregueira,1,1,1,1,1,1,1,1,0
631,BUENOS AIRES,Puán,Estela,0,0,0,0,1,0,0,0,0
632,BUENOS AIRES,Puán,Felipe Solá,0,0,0,0,1,0,1,0,0
633,BUENOS AIRES,Puán,López Lecube,0,0,0,0,0,0,0,0,0
634,BUENOS AIRES,Puán,Puán,0,1,0,1,1,1,1,1,1
635,BUENOS AIRES,Puán,San Germán,0,0,0,0,0,0,1,1,0
636,BUENOS AIRES,Puán,Villa Castelar (Est. Erize),0,0,0,0,0,0,1,0,0
637,BUENOS AIRES,Puán,Villa Iris,0,0,0,1,1,1,1,1,0
638,BUENOS AIRES,Punta Indio,Alvarez Jonte,0,0,0,0,0,0,0,0,0
639,BUENOS AIRES,Punta Indio,Las Tahonas,0,0,0,0,0,0,0,0,0
640,BUENOS AIRES,Punta Indio,Pipinas,0,1,0,0,1,1,1,0,0
641,BUENOS AIRES,Punta Indio,Punta Indio,0,0,0,0,0,0,1,1,0
642,BUENOS AIRES,Punta Indio,Verónica,1,1,0,1,1,1,1,0,0
643,BUENOS AIRES,Quilmes,Bernal,1,1,1,1,1,1,1,0,1
644,BUENOS AIRES,Quilmes,Bernal Oeste,1,1,1,1,1,1,1,0,0
645,BUENOS AIRES,Quilmes,Don Bosco,0,1,0,1,1,1,1,0,0
646,BUENOS AIRES,Quilmes,Ezpeleta,1,1,1,1,1,1,1,1,0
647,BUENOS AIRES,Quilmes,Ezpeleta Oeste,1,1,1,1,1,1,1,0,0
648,BUENOS AIRES,Quilmes,Quilmes,1,1,1,1,1,1,1,1,1
649,MENDOZA,Tupungato,El Zampal,0,0,0,0,1,0,0,0,0
650,CABA,COMUNA 13,NUÑEZ,1,1,1,1,1,1,1,1,1
651,CHACO,Mayor Luis J. Fontana,Coronel Du Graty,1,1,0,1,1,1,0,1,1
652,CHACO,Mayor Luis J. Fontana,Enrique Urién,0,0,0,1,0,0,0,0,0
653,CHACO,Mayor Luis J. Fontana,Villa Angela,1,0,0,1,1,1,1,1,0
654,CHACO,O Higgins,La Clotilde,0,0,0,0,1,0,0,0,0
655,CHACO,O Higgins,La Tigra,0,0,0,0,1,0,0,0,0
656,CHUBUT,Biedma,Reserva Area Protegida El Doradillo,0,0,0,0,0,0,0,1,0
657,CHUBUT,Cushamen,Buenos Aires Chico,0,0,0,0,0,0,0,0,0
